miRNA_ID	Target_ID	Score	Total_Mispair	Seed_Mispair	Pred_Cleav
ath-miR396a-5p	AT2G36760.1	4.5	5	0	No
ath-miR396a-5p	AT2G36790.1	4	4	0	No
ath-miR859	AT5G41510.1	4	4	0	Yes
ath-miR859	AT1G65990.1	3	3	0	Yes
ath-miR167c-5p	AT3G61310.1	4.5	5	0	No
ath-miR167a-5p	AT3G61310.1	3.5	4	0	Yes
ath-miR167d	AT3G61310.1	2.5	3	0	Yes
ath-miR167b	AT3G61310.1	3.5	4	0	Yes
ath-miR841b-5p	AT5G54640.1	5	4	1	No
ath-miR161.2	AT1G63150.1	1.5	2	0	Yes
ath-miR161.2	AT1G62670.1	4	3	0	No
ath-miR842	AT5G49870.1	5	3	1	Yes
ath-miR842	AT1G52130.1	4.5	3	1	No
ath-miR842	AT5G38550.1	2.5	2	1	Yes
ath-miR842	AT5G49850.1	5	3	1	Yes
ath-miR842	AT1G52100.2	4.5	3	2	Yes
ath-miR842	AT1G60130.1	2.5	2	0	No
ath-miR842	AT1G52100.1	4.5	3	2	Yes
ath-miR396b-5p	AT3G16730.1	5	4	1	Yes
ath-miR171c-3p	AT2G45160.1	3	3	0	No
ath-miR171b-3p	AT2G45160.1	3	3	0	No
ath-miR838	AT3G61230.1	5	4	1	No
ath-miR400	AT3G15840.4	5	5	0	Yes
ath-miR400	AT3G15840.1	5	5	0	Yes
ath-miR400	AT3G15840.2	5	5	0	Yes
ath-miR400	AT3G15840.5	5	5	0	Yes
ath-miR400	AT3G15840.3	5	5	0	Yes
ath-miR838	AT4G15240.1	5	4	0	No
ath-miR159b-3p	AT4G17270.1	5	5	0	Yes
ath-miR824-3p	AT4G01020.1	5	5	0	No
ath-miR472-3p	AT5G43740.1	1	1	0	Yes
ath-miR472-3p	AT5G43740.2	1	1	0	Yes
ath-miR472-3p	AT5G43300.1	5	4	0	No
ath-miR395f	AT5G13630.2	3	5	1	Yes
ath-miR395f	AT5G13630.1	3	5	1	Yes
ath-miR395c	AT5G13630.2	3	5	1	Yes
ath-miR395b	AT5G13630.2	3	5	1	Yes
ath-miR395b	AT5G13630.1	3	5	1	Yes
ath-miR395c	AT5G13630.1	3	5	1	Yes
ath-miR172e-3p	AT1G68050.1	5	4	1	No
ath-miR172a	AT3G18070.2	5	5	0	No
ath-miR167b	AT2G27900.2	4.5	5	0	Yes
ath-miR167b	AT2G27900.1	4.5	5	0	Yes
ath-miR167a-5p	AT2G27900.2	4.5	5	0	Yes
ath-miR167a-5p	AT2G27900.1	4.5	5	0	Yes
ath-miR835-5p	AT4G19930.1	4	5	0	No
ath-miR396b-5p	AT2G46430.2	4.5	3	0	No
ath-miR158a-3p	AT3G52190.1	5	3	1	Yes
ath-miR838	AT5G63150.1	5	4	2	No
ath-miR835-5p	AT1G30400.1	5	5	1	Yes
ath-miR835-5p	AT1G30400.2	5	5	1	Yes
ath-miR824-5p	AT5G41300.1	5	4	0	Yes
ath-miR5021	AT2G04160.1	3	3	1	Yes
ath-miR165a-5p	AT1G10550.1	4	6	0	Yes
ath-miR172e-5p	AT1G59600.1	5	4	1	Yes
ath-miR172b-5p	AT1G59600.1	5	4	1	Yes
ath-miR391-3p	AT4G03560.1	5	5	1	Yes
ath-miR396a-5p	AT5G14310.1	5	5	1	Yes
ath-miR172d-5p	AT2G47430.1	3.5	4	0	Yes
ath-miR857	AT2G47850.1	4.5	5	0	No
ath-miR857	AT2G47850.3	4.5	5	0	No
ath-miR857	AT2G47850.2	4.5	5	0	No
ath-miR396b-5p	AT2G34530.1	3.5	3	1	Yes
ath-miR396b-5p	AT2G34530.2	3.5	3	1	Yes
ath-miR838	AT1G51630.1	4.5	4	1	No
ath-miR838	AT5G05260.1	5	5	0	No
ath-miR161.2	AT5G53900.1	5	5	1	Yes
ath-miR161.2	AT5G53900.2	5	5	1	Yes
ath-miR156h	AT3G28860.1	4	3	0	No
ath-miR838	AT5G17910.1	4	3	0	No
ath-miR838	AT5G17910.2	4	3	0	No
ath-miR156i	AT1G49630.2	5	4	0	Yes
ath-miR156i	AT1G49630.3	5	4	0	Yes
ath-miR156i	AT1G49630.1	5	4	0	Yes
ath-miR399c-5p	AT5G16260.1	4.5	7	0	Yes
ath-miR164a	AT5G39610.1	3.5	4	0	Yes
ath-miR164c-5p	AT5G39610.1	2.5	3	0	Yes
ath-miR164b-5p	AT5G39610.1	3.5	4	0	Yes
ath-miR161.2	AT1G03060.1	4.5	6	0	Yes
ath-miR859	AT4G33290.1	3	3	0	Yes
ath-miR838	AT3G09730.1	5	4	0	No
ath-miR838	AT3G09730.2	5	4	0	No
ath-miR156a-5p	AT5G43460.1	5	6	1	Yes
ath-miR156f-5p	AT5G43460.1	5	6	1	Yes
ath-miR156d-5p	AT5G43460.1	5	6	1	Yes
ath-miR156b-5p	AT5G43460.1	5	6	1	Yes
ath-miR156e	AT5G43460.1	5	6	1	Yes
ath-miR156g	AT5G43460.1	4.5	5	1	Yes
ath-miR156i	AT5G43460.1	5	6	1	Yes
ath-miR156c-5p	AT5G43460.1	5	6	1	Yes
ath-miR169a-5p	AT5G49990.1	5	5	0	Yes
ath-miR846-3p	AT1G52050.1	3.5	3	0	No
ath-miR156d-5p	AT3G19184.1	5	4	1	Yes
ath-miR156b-5p	AT3G19184.1	5	4	1	Yes
ath-miR156c-5p	AT3G19184.1	5	4	1	Yes
ath-miR156a-5p	AT3G19184.1	5	4	1	Yes
ath-miR156f-5p	AT3G19184.1	5	4	1	Yes
ath-miR156g	AT3G19184.1	5	4	1	Yes
ath-miR156e	AT3G19184.1	5	4	1	Yes
ath-miR2112-5p	AT5G22630.1	5	5	1	Yes
ath-miR396b-5p	AT5G40340.1	5	4	0	Yes
ath-miR391-5p	AT4G21770.1	5	4	1	Yes
ath-miR5021	AT5G12850.1	4.5	5	1	No
ath-miR156h	AT3G16560.1	4.5	4	1	Yes
ath-miR172c	AT3G48185.1	5	6	1	Yes
ath-miR857	AT2G33205.1	5	5	0	No
ath-miR161.2	AT1G48650.1	4.5	5	1	Yes
ath-miR161.2	AT1G48650.2	4.5	5	1	Yes
ath-miR396b-3p	AT5G45070.1	2.5	3	0	Yes
ath-miR396a-3p	AT5G45070.1	4.5	4	2	Yes
ath-miR161.2	AT4G28710.1	4	4	0	Yes
ath-miR156f-3p	AT1G61010.2	4.5	5	0	Yes
ath-miR156f-3p	AT1G61010.3	4.5	5	0	Yes
ath-miR156f-3p	AT1G61010.1	4.5	5	0	Yes
ath-miR167d	AT2G18770.1	5	4	0	No
ath-miR160a-3p	AT1G28010.1	5	5	2	No
ath-miR399a	AT3G06500.1	5	4	1	Yes
ath-miR399c-3p	AT1G56560.1	5	4	0	No
ath-miR399d	AT3G06500.1	5	4	1	Yes
ath-miR399b	AT1G56560.1	5	4	0	No
ath-miR399c-3p	AT3G06500.1	4	3	1	Yes
ath-miR399b	AT3G06500.1	4	3	1	Yes
ath-miR399f	AT3G06500.1	4.5	4	1	Yes
ath-miR846-3p	AT2G46210.1	5	6	1	No
ath-miR156i	AT3G58180.1	3.5	4	1	Yes
ath-miR165a-5p	AT5G57035.1	3.5	4	0	No
ath-miR166e-5p	AT5G57035.1	4.5	5	0	No
ath-miR396a-5p	AT2G38823.1	4.5	5	0	No
ath-miR399c-3p	AT1G79640.2	4.5	4	0	No
ath-miR399c-3p	AT1G79640.1	4.5	4	0	No
ath-miR399b	AT1G79640.1	4.5	4	0	No
ath-miR399b	AT1G79640.2	4.5	4	0	No
ath-miR163	AT1G66720.1	2	2	0	Yes
ath-miR163	AT1G66690.1	1	1	0	Yes
ath-miR859	AT3G20710.1	3	3	0	Yes
ath-miR859	AT2G17830.1	4.5	3	2	Yes
ath-miR2111b-5p	AT5G03650.1	3.5	5	0	Yes
ath-miR2111a-5p	AT5G03650.1	3.5	5	0	Yes
ath-miR857	AT5G26990.1	5	5	1	Yes
ath-miR159b-5p	AT5G58080.1	4	5	0	Yes
ath-miR396a-5p	AT3G14880.2	5	6	0	No
ath-miR396a-5p	AT3G14880.1	5	6	0	No
ath-miR859	AT4G10190.1	4	4	1	Yes
ath-miR156g	AT1G72175.1	4.5	5	0	No
ath-miR156a-5p	AT1G72175.1	4.5	5	0	No
ath-miR156c-5p	AT1G72175.1	4.5	5	0	No
ath-miR156e	AT1G72175.1	4.5	5	0	No
ath-miR156b-5p	AT1G72175.1	4.5	5	0	No
ath-miR156f-5p	AT1G72175.1	4.5	5	0	No
ath-miR156d-5p	AT1G72175.1	4.5	5	0	No
ath-miR824-3p	AT1G64110.3	5	5	0	No
ath-miR824-3p	AT1G64110.2	5	5	0	No
ath-miR824-3p	AT1G64110.1	5	5	0	No
ath-miR835-5p	AT4G17690.1	5	4	0	No
ath-miR157c-3p	AT3G24780.1	4	4	0	Yes
ath-miR396b-5p	AT1G01520.1	4	4	0	Yes
ath-miR396a-5p	AT1G01520.1	5	5	0	Yes
ath-miR399c-3p	AT3G59420.1	4	5	0	Yes
ath-miR399b	AT3G59420.1	4	5	0	Yes
ath-miR399a	AT3G59420.1	5	6	0	Yes
ath-miR159b-5p	AT1G18410.1	4	4	0	No
ath-miR390a-5p	AT5G46160.2	4.5	5	0	Yes
ath-miR156a-5p	AT3G22160.1	5	4	1	No
ath-miR156b-5p	AT3G22160.1	5	4	1	No
ath-miR156f-5p	AT3G22160.1	5	4	1	No
ath-miR156d-5p	AT3G22160.1	5	4	1	No
ath-miR156e	AT3G22160.1	5	4	1	No
ath-miR156c-5p	AT3G22160.1	5	4	1	No
ath-miR834	AT2G24615.1	5	6	0	Yes
ath-miR834	AT2G24625.1	4	5	0	Yes
ath-miR838	AT5G46030.1	4	3	1	No
ath-miR835-5p	AT4G34400.1	4	6	0	Yes
ath-miR397b	AT3G15050.1	4.5	5	0	Yes
ath-miR859	AT3G22720.1	4	3	1	Yes
ath-miR859	AT3G22700.1	2.5	2	0	No
ath-miR859	AT3G22710.1	1	2	0	Yes
ath-miR172d-5p	ATCG01110.1	5	6	0	No
ath-miR396a-5p	AT3G48170.1	5	6	0	Yes
ath-miR396b-5p	AT3G48170.1	4.5	6	0	Yes
ath-miR859	AT3G17280.1	3	4	1	Yes
ath-miR828	AT4G27180.1	4.5	5	0	Yes
ath-miR838	AT5G07400.1	3	3	1	Yes
ath-miR835-5p	AT2G41790.1	4.5	6	0	Yes
ath-miR391-5p	AT1G50990.1	4.5	5	0	Yes
ath-miR159b-3p	AT4G18390.1	5	6	1	Yes
ath-miR159b-3p	AT4G18390.2	5	6	1	Yes
ath-miR159a	AT3G60460.1	3.5	3	0	Yes
ath-miR159b-3p	AT3G60460.1	4.5	4	0	Yes
ath-miR2112-3p	AT4G23140.2	5	6	0	Yes
ath-miR2112-3p	AT4G23140.1	5	6	0	Yes
ath-miR2112-3p	AT4G23160.1	5	6	0	Yes
ath-miR394b-5p	AT5G64550.1	4	2	1	Yes
ath-miR394a	AT5G09670.1	3	2	1	Yes
ath-miR394b-5p	AT5G09670.1	3	2	1	Yes
ath-miR394b-5p	AT5G64552.1	4	2	1	Yes
ath-miR394a	AT5G64552.1	4	2	1	Yes
ath-miR394b-5p	AT5G09672.1	3	2	1	Yes
ath-miR394a	AT5G09672.1	3	2	1	Yes
ath-miR394a	AT5G09670.2	3	2	1	Yes
ath-miR394a	AT5G64550.1	4	2	1	Yes
ath-miR394b-5p	AT5G09670.2	3	2	1	Yes
ath-miR838	AT3G09490.1	5	4	1	No
ath-miR158b	AT2G03210.1	4	3	1	Yes
ath-miR158a-3p	AT2G03210.1	4	3	1	Yes
ath-miR857	AT3G20160.1	5	5	1	Yes
ath-miR396b-5p	AT3G01040.1	5	6	0	No
ath-miR396b-5p	AT3G01040.2	5	6	0	No
ath-miR846-3p	AT5G49850.1	3.5	3	1	Yes
ath-miR846-3p	AT1G61230.1	3	2	1	Yes
ath-miR846-3p	AT1G57570.1	2	2	0	Yes
ath-miR827	AT5G37930.1	4.5	5	1	Yes
ath-miR156g	AT3G24180.1	5	6	1	No
ath-miR156g	AT3G24180.2	5	6	1	No
ath-miR2112-3p	AT1G48860.1	5	4	1	No
ath-miR2112-3p	AT1G48860.2	5	4	1	No
ath-miR167d	AT3G27700.2	5	5	0	Yes
ath-miR167d	AT3G27700.1	5	5	0	Yes
ath-miR172e-3p	AT1G32070.3	5	4	0	Yes
ath-miR172e-3p	AT1G32070.2	5	4	0	Yes
ath-miR172a	AT1G32070.1	5	4	0	Yes
ath-miR172a	AT1G32070.2	5	4	0	Yes
ath-miR172e-3p	AT1G32070.1	5	4	0	Yes
ath-miR172b-3p	AT1G32070.3	5	4	0	Yes
ath-miR172b-3p	AT1G32070.2	5	4	0	Yes
ath-miR172a	AT1G32070.3	5	4	0	Yes
ath-miR172b-3p	AT1G32070.1	5	4	0	Yes
ath-miR172d-5p	AT2G39380.1	4.5	4	1	Yes
ath-miR398b-3p	AT1G03630.1	5	4	0	No
ath-miR398c-3p	AT1G03630.2	5	4	0	No
ath-miR398c-3p	AT1G03630.1	5	4	0	No
ath-miR398b-3p	AT1G03630.2	5	4	0	No
ath-miR5654-5p	AT1G12300.1	3	2	0	Yes
ath-miR5654-5p	AT1G12775.1	3	2	0	Yes
ath-miR2111a-5p	AT5G45930.1	4	4	0	No
ath-miR158a-5p	AT5G62680.1	4.5	5	0	Yes
ath-miR391-3p	AT2G22740.2	5	5	0	Yes
ath-miR391-3p	AT2G22740.1	5	5	0	Yes
ath-miR835-5p	AT5G35750.1	4.5	4	0	No
ath-miR781a	AT5G23480.1	2.5	3	0	Yes
ath-miR781b	AT5G23480.1	2.5	3	0	Yes
ath-miR838	AT1G27720.1	5	5	0	No
ath-miR847	AT1G68640.1	5	6	0	Yes
ath-miR158a-3p	AT1G49910.1	3.5	3	0	No
ath-miR158b	AT1G49910.1	4.5	4	0	No
ath-miR846-3p	AT1G02090.2	5	6	0	No
ath-miR846-3p	AT1G02090.3	5	6	0	No
ath-miR846-3p	AT1G02090.1	5	6	0	No
ath-miR172b-5p	AT2G22950.1	5	3	2	Yes
ath-miR172e-5p	AT2G22950.1	5	3	2	Yes
ath-miR868-3p	AT1G57700.1	4	5	0	Yes
ath-miR400	AT1G22960.1	4	2	1	Yes
ath-miR161.2	AT2G16880.1	5	4	1	Yes
ath-miR838	AT1G12850.1	5	5	1	Yes
ath-miR156i	AT5G43270.2	1	1	0	Yes
ath-miR156d-5p	AT5G43270.3	1	1	0	Yes
ath-miR156c-5p	AT5G43270.3	1	1	0	Yes
ath-miR156a-5p	AT5G43270.3	1	1	0	Yes
ath-miR156e	AT5G43270.1	1	1	0	Yes
ath-miR156b-5p	AT5G43270.2	1	1	0	Yes
ath-miR156a-5p	AT5G43270.1	1	1	0	Yes
ath-miR156i	AT5G43270.1	1	1	0	Yes
ath-miR156g	AT5G43270.1	2	2	0	Yes
ath-miR156f-5p	AT5G43270.2	1	1	0	Yes
ath-miR156f-5p	AT5G43270.3	1	1	0	Yes
ath-miR156g	AT5G43270.2	2	2	0	Yes
ath-miR156d-5p	AT5G43270.2	1	1	0	Yes
ath-miR156e	AT5G43270.2	1	1	0	Yes
ath-miR156c-5p	AT5G43270.1	1	1	0	Yes
ath-miR156e	AT5G43270.3	1	1	0	Yes
ath-miR156c-5p	AT5G43270.2	1	1	0	Yes
ath-miR156b-5p	AT5G43270.1	1	1	0	Yes
ath-miR156f-5p	AT5G43270.1	1	1	0	Yes
ath-miR156i	AT5G43270.3	1	1	0	Yes
ath-miR156b-5p	AT5G43270.3	1	1	0	Yes
ath-miR156g	AT5G43270.3	2	2	0	Yes
ath-miR156a-5p	AT5G43270.2	1	1	0	Yes
ath-miR156d-5p	AT5G43270.1	1	1	0	Yes
ath-miR167a-3p	ATCG01250.1	4.5	5	0	Yes
ath-miR167a-3p	ATCG00890.1	4.5	5	0	Yes
ath-miR156g	AT4G02480.1	5	6	2	Yes
ath-miR156a-5p	AT1G27370.2	1	1	0	Yes
ath-miR156f-5p	AT1G27370.3	1	1	0	Yes
ath-miR156g	AT1G27370.4	2	2	0	Yes
ath-miR156f-5p	AT1G27370.4	1	1	0	Yes
ath-miR156d-5p	AT1G27370.4	1	1	0	Yes
ath-miR156e	AT1G27370.2	1	1	0	Yes
ath-miR156d-5p	AT1G27370.1	1	1	0	Yes
ath-miR156f-5p	AT1G27370.1	1	1	0	Yes
ath-miR156e	AT1G27370.1	1	1	0	Yes
ath-miR156c-5p	AT1G27370.3	1	1	0	Yes
ath-miR156d-5p	AT1G27370.3	1	1	0	Yes
ath-miR156e	AT1G27370.3	1	1	0	Yes
ath-miR156i	AT1G27370.4	1	1	0	Yes
ath-miR156c-5p	AT1G27370.1	1	1	0	Yes
ath-miR156b-5p	AT1G27370.1	1	1	0	Yes
ath-miR156g	AT1G27370.3	2	2	0	Yes
ath-miR156b-5p	AT1G27370.4	1	1	0	Yes
ath-miR156c-5p	AT1G27370.4	1	1	0	Yes
ath-miR156a-5p	AT1G27370.1	1	1	0	Yes
ath-miR156i	AT1G27370.3	1	1	0	Yes
ath-miR156b-5p	AT1G27370.3	1	1	0	Yes
ath-miR156c-5p	AT1G27370.2	1	1	0	Yes
ath-miR156g	AT1G27370.2	2	2	0	Yes
ath-miR156b-5p	AT1G27370.2	1	1	0	Yes
ath-miR156d-5p	AT1G27370.2	1	1	0	Yes
ath-miR156a-5p	AT1G27370.3	1	1	0	Yes
ath-miR156g	AT1G27370.1	2	2	0	Yes
ath-miR156i	AT1G27370.1	1	1	0	Yes
ath-miR156e	AT1G27370.4	1	1	0	Yes
ath-miR156f-5p	AT1G27370.2	1	1	0	Yes
ath-miR156a-5p	AT1G27370.4	1	1	0	Yes
ath-miR156i	AT1G27370.2	1	1	0	Yes
ath-miR161.1	AT1G05750.1	4.5	4	0	Yes
ath-miR164c-3p	AT4G37890.2	4.5	4	0	Yes
ath-miR838	AT4G18692.1	4.5	4	1	No
ath-miR838	AT3G53342.1	4.5	4	1	No
ath-miR838	AT3G53630.1	4.5	4	1	No
ath-miR838	AT1G55710.1	4.5	4	1	No
ath-miR158a-3p	AT5G06180.1	4.5	5	0	Yes
ath-miR158a-3p	AT5G06180.2	4.5	5	0	Yes
ath-miR172e-3p	AT5G16000.1	5	6	0	Yes
ath-miR172d-3p	AT5G16000.1	3.5	4	0	Yes
ath-miR172c	AT5G16000.1	3.5	4	0	Yes
ath-miR172b-3p	AT5G16000.1	4.5	5	0	Yes
ath-miR172a	AT5G16000.1	4.5	5	0	Yes
ath-miR396b-5p	AT3G53590.1	4.5	4	0	No
ath-miR838	AT2G45590.1	5	5	0	No
ath-miR824-5p	AT3G57230.1	0.5	1	0	Yes
ath-miR824-5p	AT3G57230.2	0.5	1	0	Yes
ath-miR829-3p.2	AT5G18560.1	2.5	3	1	No
ath-miR396b-5p	AT1G12270.1	5	6	0	No
ath-miR166e-5p	AT1G10550.1	4.5	6	0	Yes
ath-miR396b-3p	AT4G30130.1	4.5	4	0	No
ath-miR842	AT1G57570.1	3.5	3	0	No
ath-miR4245	AT3G48980.1	5	5	2	Yes
ath-miR172d-3p	AT5G18000.1	5	4	0	No
ath-miR172c	AT5G18000.1	5	4	0	No
ath-miR161.1	AT1G63630.1	5	5	0	No
ath-miR399e	AT2G38630.1	4.5	5	0	No
ath-miR2111b-5p	AT3G58780.2	5	5	0	No
ath-miR2111a-5p	AT3G58780.1	5	5	0	No
ath-miR2111b-5p	AT3G58780.3	5	5	0	No
ath-miR2111a-5p	AT3G58780.3	5	5	0	No
ath-miR2111a-5p	AT3G58780.2	5	5	0	No
ath-miR2111b-5p	AT3G58780.1	5	5	0	No
ath-miR167b	AT5G37020.2	4	3	1	Yes
ath-miR167a-5p	AT5G37020.1	4	3	1	Yes
ath-miR167d	AT5G37020.1	5	5	1	Yes
ath-miR167b	AT5G37020.1	4	3	1	Yes
ath-miR167d	AT5G37020.2	5	5	1	Yes
ath-miR167c-5p	AT1G30330.2	2.5	4	0	Yes
ath-miR167a-5p	AT5G37020.2	4	3	1	Yes
ath-miR167a-5p	AT1G30330.1	5	4	1	Yes
ath-miR167c-5p	AT5G37020.2	3	4	0	Yes
ath-miR167b	AT1G30330.1	5	4	1	Yes
ath-miR167a-5p	AT1G30330.2	5	4	1	Yes
ath-miR167c-5p	AT5G37020.1	3	4	0	Yes
ath-miR167c-5p	AT1G30330.1	2.5	4	0	Yes
ath-miR167b	AT1G30330.2	5	4	1	Yes
ath-miR394a	AT4G20430.1	5	3	1	No
ath-miR394b-5p	AT4G20430.1	5	3	1	No
ath-miR394b-5p	AT4G20430.2	5	3	1	No
ath-miR394a	AT4G20430.2	5	3	1	No
ath-miR161.2	AT1G77360.1	5	5	1	Yes
ath-miR840-3p	AT2G02750.1	4.5	4	1	Yes
ath-miR159b-5p	AT3G56920.1	4	5	0	Yes
ath-miR838	AT3G58230.1	4.5	4	0	No
ath-miR2112-5p	AT1G67980.2	5	5	0	No
ath-miR2112-5p	AT1G67980.1	5	5	0	No
ath-miR158a-3p	AT1G58200.2	3.5	3	0	Yes
ath-miR158b	AT1G58200.2	4.5	4	0	Yes
ath-miR158b	AT1G58200.1	4.5	4	0	Yes
ath-miR158a-3p	AT1G58200.1	3.5	3	0	Yes
ath-miR172e-3p	AT1G26710.1	5	6	0	Yes
ath-miR172b-3p	AT1G26710.1	5	6	0	Yes
ath-miR172a	AT1G26710.1	5	6	0	Yes
ath-miR2112-3p	AT2G17750.1	5	5	0	Yes
ath-miR396b-5p	AT4G27595.1	4.5	4	1	Yes
ath-miR838	AT4G24510.1	5	4	0	No
ath-miR396b-5p	AT2G33730.1	4.5	6	0	Yes
ath-miR396a-5p	AT2G33730.1	5	6	0	Yes
ath-miR824-3p	AT5G15200.2	5	6	0	No
ath-miR824-3p	AT5G15200.1	5	6	0	No
ath-miR156c-5p	AT2G33810.1	1.5	2	0	Yes
ath-miR156e	AT5G63850.1	4.5	6	1	Yes
ath-miR156e	AT2G33810.1	1.5	2	0	Yes
ath-miR156g	AT2G33810.1	2.5	3	0	Yes
ath-miR156c-5p	AT5G63850.1	4.5	6	1	Yes
ath-miR156a-5p	AT5G63850.1	4.5	6	1	Yes
ath-miR156f-5p	AT2G33810.1	1.5	2	0	Yes
ath-miR156i	AT2G33810.1	2	3	0	Yes
ath-miR156b-5p	AT5G63850.1	4.5	6	1	Yes
ath-miR156f-5p	AT5G63850.1	4.5	6	1	Yes
ath-miR156b-5p	AT2G33810.1	1.5	2	0	Yes
ath-miR156d-5p	AT2G33810.1	1.5	2	0	Yes
ath-miR156d-5p	AT5G63850.1	4.5	6	1	Yes
ath-miR156a-5p	AT2G33810.1	1.5	2	0	Yes
ath-miR165a-5p	AT1G64770.2	5	5	0	No
ath-miR165a-5p	AT1G64770.1	5	5	0	No
ath-miR165a-5p	AT1G64770.3	5	5	0	No
ath-miR165a-5p	AT1G74790.1	4	5	0	No
ath-miR168b-5p	AT2G23130.1	5	5	0	No
ath-miR168a-5p	AT2G23130.1	5	5	0	No
ath-miR168a-5p	AT2G23130.2	5	5	0	No
ath-miR168b-5p	AT2G23130.2	5	5	0	No
ath-miR172b-3p	AT2G28550.3	3	3	1	Yes
ath-miR172a	AT2G28550.1	3	3	1	Yes
ath-miR172c	AT2G28550.2	2	2	1	Yes
ath-miR172d-3p	AT2G28550.3	2	2	1	Yes
ath-miR172d-3p	AT2G28550.1	2	2	1	Yes
ath-miR172b-3p	AT2G28550.1	3	3	1	Yes
ath-miR172e-3p	AT2G28550.1	3.5	4	1	Yes
ath-miR172d-3p	AT2G28550.2	2	2	1	Yes
ath-miR172e-3p	AT2G28550.2	3.5	4	1	Yes
ath-miR172a	AT2G28550.2	3	3	1	Yes
ath-miR172a	AT2G28550.3	3	3	1	Yes
ath-miR172e-3p	AT2G28550.3	3.5	4	1	Yes
ath-miR172c	AT2G28550.1	2	2	1	Yes
ath-miR172b-3p	AT2G28550.2	3	3	1	Yes
ath-miR172c	AT2G28550.3	2	2	1	Yes
ath-miR158b	AT2G46590.1	4.5	4	0	No
ath-miR158a-3p	AT2G46590.1	5	5	0	No
ath-miR158a-3p	AT2G46590.2	5	5	0	No
ath-miR158b	AT2G46590.2	4.5	4	0	No
ath-miR771	AT1G64390.1	4.5	5	0	Yes
ath-miR391-3p	AT4G25270.1	5	6	0	Yes
ath-miR162b-3p	AT3G01330.1	5	5	1	Yes
ath-miR162a-3p	AT3G01330.1	5	5	1	Yes
ath-miR399a	AT3G54700.1	4.5	5	0	No
ath-miR399c-3p	AT3G54700.1	3.5	4	0	No
ath-miR399b	AT3G54700.1	3.5	4	0	No
ath-miR859	AT2G27520.1	2.5	2	1	Yes
ath-miR857	AT3G01270.1	5	5	1	No
ath-miR2111a-3p	AT4G16250.1	5	5	1	Yes
ath-miR2112-3p	AT2G37010.1	5	5	1	Yes
ath-miR159b-5p	AT3G48670.2	5	5	1	Yes
ath-miR159b-5p	AT3G12550.1	5	5	1	Yes
ath-miR159b-5p	AT3G12550.2	5	5	1	Yes
ath-miR159b-5p	AT3G48670.1	5	5	1	Yes
ath-miR838	AT2G41890.1	4	3	1	No
ath-miR838	AT2G38370.1	5	4	0	No
ath-miR157c-3p	AT1G75640.1	4	3	0	Yes
ath-miR159a	AT3G13800.1	5	6	0	Yes
ath-miR159b-3p	AT3G13800.1	5	6	0	Yes
ath-miR156a-5p	AT5G38610.1	4	3	0	No
ath-miR156e	AT5G38610.1	4	3	0	No
ath-miR156c-5p	AT5G38610.1	4	3	0	No
ath-miR156f-5p	AT5G38610.1	4	3	0	No
ath-miR156b-5p	AT5G38610.1	4	3	0	No
ath-miR156d-5p	AT5G38610.1	4	3	0	No
ath-miR156h	AT3G09840.1	4.5	4	1	Yes
ath-miR159b-3p	AT4G15530.2	3	3	1	Yes
ath-miR159a	AT4G15530.3	4	4	1	Yes
ath-miR159b-3p	AT4G15530.4	3	3	1	Yes
ath-miR159b-3p	AT4G15530.3	3	3	1	Yes
ath-miR159b-3p	AT4G15530.6	3	3	1	Yes
ath-miR159a	AT4G15530.2	4	4	1	Yes
ath-miR159a	AT4G15530.6	4	4	1	Yes
ath-miR159b-3p	AT4G15530.1	3	3	1	Yes
ath-miR159a	AT4G15530.5	4	4	1	Yes
ath-miR159a	AT4G15530.4	4	4	1	Yes
ath-miR159a	AT4G15530.1	4	4	1	Yes
ath-miR159b-3p	AT4G15530.5	3	3	1	Yes
ath-miR172d-5p	AT3G56340.1	5	5	1	Yes
ath-miR838	AT2G18193.1	4	4	0	No
ath-miR396b-5p	AT3G03790.2	5	3	1	Yes
ath-miR396b-5p	AT3G03790.1	5	3	1	Yes
ath-miR396b-5p	AT3G03790.3	5	3	1	Yes
ath-miR158a-5p	AT1G09935.1	4.5	6	0	Yes
ath-miR4245	AT3G58640.2	5	5	0	Yes
ath-miR4245	AT3G58640.1	5	5	0	Yes
ath-miR156f-5p	AT4G10220.1	4	5	0	Yes
ath-miR156a-5p	AT4G10220.1	4	5	0	Yes
ath-miR156e	AT4G10220.1	4	5	0	Yes
ath-miR156d-5p	AT4G10220.1	4	5	0	Yes
ath-miR156c-5p	AT4G10220.1	4	5	0	Yes
ath-miR156g	AT4G10220.1	4	5	0	Yes
ath-miR156b-5p	AT4G10220.1	4	5	0	Yes
ath-miR862-5p	AT1G18870.1	5	6	0	Yes
ath-miR862-5p	AT1G18870.2	5	6	0	Yes
ath-miR172b-5p	AT5G48830.2	5	5	1	No
ath-miR172e-5p	AT5G48830.2	5	5	1	No
ath-miR172e-5p	AT5G48830.1	5	5	1	No
ath-miR172b-5p	AT5G48830.1	5	5	1	No
ath-miR472-5p	AT5G25430.1	4.5	4	0	No
ath-miR169a-3p	AT2G40840.1	3	3	0	Yes
ath-miR400	AT1G62590.1	2	2	0	Yes
ath-miR400	AT1G62670.1	4	2	2	Yes
